index,dayId,date,name,traffic,newsTitle,newsSnippet
17343,20161128,2016-11-28,America De Cali,"100,000+",El punto penal una marca en el ascenso y descenso de America,Los penales eran la última instancia y precisamente Castillo era quien tenía el último cobro de los cinco lanzamientos de la serie Sin embargo lo desperdició golpeando el balón contra el palo del arco norte y Carlos Chávez arquero criado en el
17344,20161128,2016-11-28,Copa Sudamericana,"10,000+",Definida la programación para juegos por la final de la Copa,El Departamento de Competiciones dio a conocer este lunes 28 de noviembre la programación oficial de los juegos por la final de la Copa Sudamericana en su edición 2016 entre Atlético Nacional de Medellín y Chapecoense de Brasil La Final de ida está
17345,20161128,2016-11-28,Cyber Monday,"5,000+",Descuentos de hasta el 72 en el Cyber Monday ecuatoriano,Descuentos de hasta el 72 en todos los productos o en mercadería seleccionada es lo que ofrecen desde las 0000 de este lunes 28 de noviembre del 2016 las 35 firmas que este año participan en el Cyber Monday ecuatoriano La Cámara de Comercio
17346,20161128,2016-11-28,Deicer Mina,"5,000+",Falleció el futbolista Deicer Mina,Deicer Mina jugador del Orsomarso de Palmira segunda división del fútbol colombiano falleció este lunes Según se informó el jugador de 27 años de edad oriundo de Guachené Cauca murió producto de leucemia El delantero tenía previsto jugar con
17347,20161128,2016-11-28,Dolartoday,"2,000+",Tampoco toda la culpa la tiene el Dólar Today dice asesor del,Finalmente el economista afirma que un marcador ilegal fijado desde Alabama Dólar Today creció en casi 1500 puntos en menos de dos meses Pero esta conducta no obedece a ningún cambio en las variables macroeconómicas del país Solamente
17348,20161128,2016-11-28,Hernan Torres,"2,000+",América de Cali tiene un rompemaldiciones Hernán Torres el,Antes de su llegada al América de Cali incluso cuando Alberto Suárez aún estaba al frente del equipo Hernán Torres ya daba sentencia de lo que podría ser el 27 de noviembre de 2016 sería un lindo reto dirigir y ascender al equipo y todo se cumplió
17349,20161128,2016-11-28,Linio,"20,000+",Cyber Monday Linio espera atraer un 40 más de nuevos clientes,En el marco de la realización del Cyber Monday Perú Linio una de las empresas que participa en el evento informó que esperan atraer un 40 más de nuevos clientes en comparación al año pasado y lograr 10 veces más ventas que un día regular
17350,20161128,2016-11-28,Mundial De Clubes 2016,"5,000+",Nacional ya entregó la lista de los 23 viajeros al Mundial de Clubes,Atlético Nacional está próximo a enfrentar el campeonato más importante de su historia el Mundial de Clubes Reinaldo Rueda ya definió los guerreros que lucharán por la gloria en tierras niponas La tarea de elegir a los viajeros a Japón no fue nada
17351,20161128,2016-11-28,Velez,"10,000+",Se cantan listos Alfredo Santiago y Jayson Vélez para su combate,Por su parte Jayson Vélez aseguro que yo creo que ellos piensan que estoy acabado por como lucí en mi última pelea y ahí es que estan cometiendo el error La compañía de Ojo  Fresh Productions  quiere demostrar que él está a un nivel más alto que
17352,20161128,2016-11-28,ciberlunes,"20,000+",Estas son las promociones más destacadas del ciberlunes,Las tiendas de ropa y accesorios tienden a ser grandes vendedores durante el Ciberlunes y muchas compañías de ropa están ofreciendo descuentos significativos La familia GAP por ejemplo que incluye Banana Republic y Old Navy ofrece 50 de
17353,20161129,2016-11-29,Alan Ruschel,"50,000+",La reacción de la esposa de Alan Ruschel,Uno de los sobrevivientes es el deportistas Alan Ruschel quien fue rescatado y llevado al hospital San Juan de Dios en La Ceja Antioquia Mi familia mis amigos dónde están Esas fueron las palabras que Rushel le dijo a Santiago Campuzano
17354,20161129,2016-11-29,Bruno Rangel,"20,000+",Bruno Rangel el ídolo que cambió el dinero por volver a Chapecó,Hay pocos jugadores que se pueden ufanar de tener una historia realmente hermosa con un equipo Rogerio Ceni con Sao Paulo Pelé con el Santos Zico con el Flamengo Para el Chapecoense Bruno Rangel era su propio Ceni su Pelé y su Zico
17355,20161129,2016-11-29,Caracol,"20,000+",Este es el parte médico de los sobrevivientes del accidente,Los centros asistenciales confirman que los tres futbolistas dos tripulantes y un periodista están estables pero con pronóstico reservado Cortesía Policía Medellín  Accidente avión Chapecoense  Antioquia  Chapecoense  Aviones  Accidentes
